TIME,TYPE,SUBJECT_ID,VALUE
4,Infections Observed,Mercy Hospital,33
4,Infections Observed,Millard Fillmore Hospital,6
4,Infections Observed,Roswell Park Cancer Institute,9
4,Infections Observed,Sisters of Charity Hospital,3
4,Infections Observed,University Hospital,23
4,Infections Observed,Kenmore Mercy Hospital,11
4,Infections Observed,Sisters of Charity Hospital - St Joseph Campus,5
4,Infections Observed,Adirondack Medical Center-Saranac Lake Site,6
4,Infections Observed,Alice Hyde Medical Center,2
4,Infections Observed,Nathan Littauer Hospital,0
4,Infections Observed,United Memorial Medical Center North Street Campus,5
4,Infections Observed,Samaritan Medical Center,2
4,Infections Observed,Carthage Area Hospital Inc,
4,Infections Observed,Lewis County General Hospital,0
4,Infections Observed,Nicholas H Noyes Memorial Hospital,1
4,Infections Observed,Oneida Healthcare,2
4,Infections Observed,Community Memorial Hospital Inc,0
4,Infections Observed,Highland Hospital,10
4,Infections Observed,Rochester General Hospital,19
4,Infections Observed,Strong Memorial Hospital,16
4,Infections Observed,Lakeside Memorial Hospital,1
4,Infections Observed,The Unity Hospital of Rochester,13
4,Infections Observed,St. Mary's Healthcare,4
4,Infections Observed,Glen Cove Hospital,2
4,Infections Observed,Long Beach Medical Center,1
4,Infections Observed,Winthrop-University Hospital,23
4,Infections Observed,Mercy Medical Center,5
4,Infections Observed,Franklin Hospital,3
4,Infections Observed,South Nassau Communities Hospital,27
4,Infections Observed,Nassau University Medical Center,2
4,Infections Observed,North Shore University Hospital,45
4,Infections Observed,Syosset Hospital,3
4,Infections Observed,St. Joseph Hospital,2
4,Infections Observed,Plainview Hospital,13
4,Infections Observed,St Francis Hospital,30
4,Infections Observed,Eastern Niagara Hospital - Lockport Division,0
4,Infections Observed,Niagara Falls Memorial Medical Center,1
4,Infections Observed,Degraff Memorial Hospital,2
4,Infections Observed,Mount St Marys Hospital and Health Center,5
4,Infections Observed,Eastern Niagara Hospital - Newfane Division,
4,Infections Observed,"Rome Memorial Hospital, Inc",2
4,Infections Observed,St Elizabeth Medical Center,15
4,Infections Observed,Faxton-St Lukes Healthcare St Lukes Division,7
4,Infections Observed,UPSTATE University Hospital at Community General,4
4,Infections Observed,St Josephs Hospital Health Center,40
4,Infections Observed,University Hospital SUNY Health Science Center,14
4,Infections Observed,Crouse Hospital,8
4,Infections Observed,Geneva General Hospital,4
4,Infections Observed,Clifton Springs Hospital and Clinic,8
4,Infections Observed,F F Thompson Hospital,6
4,Infections Observed,St Luke's Cornwall Hospital/Newburgh,9
4,Infections Observed,Orange Regional Medical Center,10
4,Infections Observed,St Anthony Community Hospital,0
4,Infections Observed,Bon Secours Community Hospital,2
4,Infections Observed,Medina Memorial Hospital,2
4,Infections Observed,Oswego Hospital,1
4,Infections Observed,Aurelia Osborn Fox Memorial Hospital,0
4,Infections Observed,Mary Imogene Bassett Hospital,6
4,Infections Observed,Putnam Hospital Center,0
4,Infections Observed,St. Mary's Hospital,9
4,Infections Observed,Samaritan Hospital,4
4,Infections Observed,Nyack Hospital,2
4,Infections Observed,Good Samaritan Hospital of Suffern,8
4,Infections Observed,Claxton-Hepburn Medical Center,0
4,Infections Observed,Massena Memorial Hospital,
4,Infections Observed,Gouverneur Hospital,
4,Infections Observed,Canton-Potsdam Hospital,4
4,Infections Observed,Saratoga Hospital,8
4,Infections Observed,Ellis Hospital,9
4,Infections Observed,Corning Hospital,0
4,Infections Observed,St James Mercy Hospital,
4,Infections Observed,Ira Davenport Memorial Hospital Inc,
4,Infections Observed,Brookhaven Memorial Hospital Medical Center Inc,9
4,Infections Observed,Southampton Hospital,2
4,Infections Observed,Eastern Long Island Hospital,0
4,Infections Observed,John T Mather Memorial Hospital of Port Jefferson New York Inc,8
4,Infections Observed,St Charles Hospital,7
4,Infections Observed,Huntington Hospital,10
4,Infections Observed,Southside Hospital,15
4,Infections Observed,Good Samaritan Hospital Medical Center,17
4,Infections Observed,Peconic Bay Medical Center,3
4,Infections Observed,St Catherine of Siena Hospital,5
4,Infections Observed,Catskill Regional Medical Center,1
4,Infections Observed,Cayuga Medical Center at Ithaca,10
4,Infections Observed,HealthAlliance Hospital Mary's Avenue Campus,0
4,Infections Observed,HealthAlliance Hospital Broadway Campus,0
4,Infections Observed,Glens Falls Hospital,7
4,Infections Observed,Newark-Wayne Community Hospital,2
4,Infections Observed,Hudson Valley Hospital Center,4
4,Infections Observed,White Plains Hospital Center,5
4,Infections Observed,Montefiore Mount Vernon Hospital,0
4,Infections Observed,Montefiore New Rochelle Hospital,9
4,Infections Observed,SJRH - St Johns Division,8
4,Infections Observed,St Joseph's Medical Center,4
4,Infections Observed,Northern Westchester Hospital,8
4,Infections Observed,Lawrence Hospital Center,5
4,Infections Observed,Phelps Memorial Hospital Assn,2
4,Infections Observed,Westchester Medical Center,17
4,Infections Observed,Wyoming County Community Hospital,3
4,Infections Observed,Jacobi Medical Center,2
4,Infections Observed,Montefiore Medical Center-Wakefield Hospital,4
4,Infections Observed,Montefiore Medical Center - Henry & Lucy Moses Div,15
4,Infections Observed,Lincoln Medical & Mental Health Center,2
4,Infections Observed,SBH Health System,4
4,Infections Observed,Bronx-Lebanon Hospital Center - Concourse Division,10
4,Infections Observed,Montefiore Medical Center - Montefiore Westchester Square,2
4,Infections Observed,North Central Bronx Hospital,
4,Infections Observed,Brookdale Hospital Medical Center,3
4,Infections Observed,Brooklyn Hospital Center - Downtown Campus,22
4,Infections Observed,"New York Community Hospital of Brooklyn, Inc",0
4,Infections Observed,Coney Island Hospital,5
4,Infections Observed,Kings County Hospital Center,5
4,Infections Observed,SUNY Downstate Medical Center at LICH,9
4,Infections Observed,Lutheran Medical Center,8
4,Infections Observed,Maimonides Medical Center,11
4,Infections Observed,New York Methodist Hospital,15
4,Infections Observed,Interfaith Medical Center,4
4,Infections Observed,Kingsbrook Jewish Medical Center,0
4,Infections Observed,Wyckoff Heights Medical Center,3
4,Infections Observed,University Hospital of Brooklyn,1
4,Infections Observed,Mount Sinai Beth Israel Brooklyn,4
4,Infections Observed,New York-Presbyterian/Lower Manhattan Hospital,4
4,Infections Observed,Bellevue Hospital Center,15
4,Infections Observed,Mount Sinai Beth Israel,14
4,Infections Observed,Harlem Hospital Center,1
4,Infections Observed,NYU Hospital for Joint Diseases,10
4,Infections Observed,Hospital for Special Surgery,11
4,Infections Observed,Lenox Hill Hospital,18
4,Infections Observed,Memorial Hospital for Cancer and Allied Diseases,34
4,Infections Observed,Metropolitan Hospital Center,2
4,Infections Observed,Mount Sinai Hospital,42
4,Infections Observed,New York Presbyterian Hospital - New York Weill Cornell Center,28
4,Infections Observed,NYU Hospitals Center,24
4,Infections Observed,New York Presbyterian Hospital - Columbia Presbyterian Center,29
4,Infections Observed,Mount Sinai Roosevelt,10
4,Infections Observed,Mount Sinai St. Luke's,12
4,Infections Observed,Elmhurst Hospital Center,3
4,Infections Observed,Flushing Hospital Medical Center,5
4,Infections Observed,Jamaica Hospital Medical Center,5
4,Infections Observed,Long Island Jewish Medical Center,23
4,Infections Observed,Peninsula Hospital Center,0
4,Infections Observed,Queens Hospital Center,1
4,Infections Observed,St Johns Episcopal Hospital So Shore,3
4,Infections Observed,New York Hospital Medical Center of Queens,33
4,Infections Observed,Forest Hills Hospital,6
4,Infections Observed,Mount Sinai Hospital - Mount Sinai Hospital of Queens,10
4,Infections Observed,Woodhull Medical & Mental Health Center,15
4,Infections Observed,Richmond University Medical Center,5
4,Infections Observed,Staten Island University Hosp-North,29
4,Infections Observed,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,17
4,Infections Observed,Millard Fillmore Suburban Hospital,13
4,Infections Observed,New York Presbyterian Hospital - Allen Hospital,6
5,Infections Observed,Albany Medical Center Hospital,27
5,Infections Observed,Albany Memorial Hospital,5
5,Infections Observed,St Peters Hospital,48
5,Infections Observed,Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp,0
5,Infections Observed,Our Lady of Lourdes Memorial Hospital Inc,6
5,Infections Observed,United Health Services Hospitals Inc. - Wilson Medical Center,10
5,Infections Observed,Olean General Hospital,7
5,Infections Observed,Auburn Community Hospital,0
5,Infections Observed,Brooks Memorial Hospital,1
5,Infections Observed,Woman's Christian Association,8
5,Infections Observed,TLC Health Network Lake Shore Hospital,0
5,Infections Observed,Arnot Ogden Medical Center,9
5,Infections Observed,St Josephs Hospital,2
5,Infections Observed,Chenango Memorial Hospital Inc,0
5,Infections Observed,Champlain Valley Physicians Hospital Medical Center,11
5,Infections Observed,Columbia Memorial Hospital,13
5,Infections Observed,Cortland Regional Medical Center Inc,1
5,Infections Observed,Mid-Hudson Valley Division of Westchester Medical Center,6
5,Infections Observed,Vassar Brothers Medical Center,8
5,Infections Observed,Northern Dutchess Hospital,4
5,Infections Observed,Buffalo General Medical Center,38
5,Infections Observed,Women And Children's Hospital Of Buffalo,0
5,Infections Observed,Erie County Medical Center,7
5,Infections Observed,Mercy Hospital,32
5,Infections Observed,Roswell Park Cancer Institute,16
5,Infections Observed,Sisters of Charity Hospital,8
5,Infections Observed,University Hospital,20
5,Infections Observed,Kenmore Mercy Hospital,10
5,Infections Observed,Bertrand Chaffee Hospital,
5,Infections Observed,Sisters of Charity Hospital - St Joseph Campus,10
5,Infections Observed,Adirondack Medical Center-Saranac Lake Site,2
5,Infections Observed,Alice Hyde Medical Center,0
5,Infections Observed,Nathan Littauer Hospital,1
5,Infections Observed,United Memorial Medical Center North Street Campus,6
5,Infections Observed,Samaritan Medical Center,6
5,Infections Observed,Carthage Area Hospital Inc,
5,Infections Observed,Lewis County General Hospital,0
5,Infections Observed,Nicholas H Noyes Memorial Hospital,1
5,Infections Observed,Oneida Healthcare,4
5,Infections Observed,Community Memorial Hospital Inc,0
5,Infections Observed,Highland Hospital,29
5,Infections Observed,Rochester General Hospital,43
5,Infections Observed,Strong Memorial Hospital,24
5,Infections Observed,Lakeside Memorial Hospital,1
5,Infections Observed,The Unity Hospital of Rochester,9
5,Infections Observed,St. Mary's Healthcare,8
5,Infections Observed,Glen Cove Hospital,6
5,Infections Observed,Long Beach Medical Center,
5,Infections Observed,Winthrop-University Hospital,14
5,Infections Observed,Mercy Medical Center,13
5,Infections Observed,Franklin Hospital,3
5,Infections Observed,South Nassau Communities Hospital,21
5,Infections Observed,Nassau University Medical Center,11
5,Infections Observed,North Shore University Hospital,56
5,Infections Observed,Syosset Hospital,0
5,Infections Observed,St. Joseph Hospital,3
5,Infections Observed,Plainview Hospital,11
5,Infections Observed,St Francis Hospital,30
5,Infections Observed,Eastern Niagara Hospital - Lockport Division,1
5,Infections Observed,Niagara Falls Memorial Medical Center,4
5,Infections Observed,Degraff Memorial Hospital,2
5,Infections Observed,Mount St Marys Hospital and Health Center,9
5,Infections Observed,Eastern Niagara Hospital - Newfane Division,
5,Infections Observed,"Rome Memorial Hospital, Inc",1
5,Infections Observed,St Elizabeth Medical Center,14
5,Infections Observed,Faxton-St Lukes Healthcare St Lukes Division,11
5,Infections Observed,UPSTATE University Hospital at Community General,10
5,Infections Observed,St Josephs Hospital Health Center,35
5,Infections Observed,University Hospital SUNY Health Science Center,10
5,Infections Observed,Crouse Hospital,19
5,Infections Observed,Geneva General Hospital,1
5,Infections Observed,Clifton Springs Hospital and Clinic,2
5,Infections Observed,F F Thompson Hospital,3
5,Infections Observed,St Luke's Cornwall Hospital/Newburgh,5
5,Infections Observed,Orange Regional Medical Center,9
5,Infections Observed,St Anthony Community Hospital,0
5,Infections Observed,Bon Secours Community Hospital,2
5,Infections Observed,Medina Memorial Hospital,
5,Infections Observed,Oswego Hospital,3
5,Infections Observed,Aurelia Osborn Fox Memorial Hospital,1
5,Infections Observed,Mary Imogene Bassett Hospital,15
5,Infections Observed,Putnam Hospital Center,4
5,Infections Observed,St. Mary's Hospital,3
5,Infections Observed,Samaritan Hospital,7
5,Infections Observed,Nyack Hospital,5
5,Infections Observed,Good Samaritan Hospital of Suffern,6
5,Infections Observed,Claxton-Hepburn Medical Center,0
5,Infections Observed,Massena Memorial Hospital,0
5,Infections Observed,Gouverneur Hospital,
5,Infections Observed,Canton-Potsdam Hospital,2
5,Infections Observed,Saratoga Hospital,12
5,Infections Observed,Ellis Hospital,14
5,Infections Observed,Corning Hospital,0
5,Infections Observed,St James Mercy Hospital,1
5,Infections Observed,Ira Davenport Memorial Hospital Inc,
5,Infections Observed,Brookhaven Memorial Hospital Medical Center Inc,6
5,Infections Observed,Southampton Hospital,2
5,Infections Observed,Eastern Long Island Hospital,1
5,Infections Observed,John T Mather Memorial Hospital of Port Jefferson New York Inc,4
5,Infections Observed,St Charles Hospital,3
5,Infections Observed,Huntington Hospital,8
5,Infections Observed,Southside Hospital,12
5,Infections Observed,Good Samaritan Hospital Medical Center,16
5,Infections Observed,Peconic Bay Medical Center,4
5,Infections Observed,St Catherine of Siena Hospital,19
5,Infections Observed,Catskill Regional Medical Center,0
5,Infections Observed,Cayuga Medical Center at Ithaca,4
5,Infections Observed,HealthAlliance Hospital Mary's Avenue Campus,0
5,Infections Observed,HealthAlliance Hospital Broadway Campus,1
5,Infections Observed,Glens Falls Hospital,13
5,Infections Observed,Newark-Wayne Community Hospital,4
5,Infections Observed,Hudson Valley Hospital Center,1
5,Infections Observed,White Plains Hospital Center,4
5,Infections Observed,Montefiore Mount Vernon Hospital,2
5,Infections Observed,Montefiore New Rochelle Hospital,4
5,Infections Observed,SJRH - St Johns Division,3
5,Infections Observed,St Joseph's Medical Center,0
5,Infections Observed,Northern Westchester Hospital,11
5,Infections Observed,Lawrence Hospital Center,7
5,Infections Observed,Phelps Memorial Hospital Assn,3
5,Infections Observed,Westchester Medical Center,23
5,Infections Observed,Wyoming County Community Hospital,0
5,Infections Observed,Jacobi Medical Center,8
5,Infections Observed,Montefiore Medical Center-Wakefield Hospital,5
5,Infections Observed,Montefiore Medical Center - Henry & Lucy Moses Div,26
5,Infections Observed,Lincoln Medical & Mental Health Center,2
5,Infections Observed,SBH Health System,5
5,Infections Observed,Bronx-Lebanon Hospital Center - Concourse Division,10
5,Infections Observed,Montefiore Medical Center - Montefiore Westchester Square,1
5,Infections Observed,North Central Bronx Hospital,1
5,Infections Observed,Brookdale Hospital Medical Center,6
5,Infections Observed,Brooklyn Hospital Center - Downtown Campus,15
5,Infections Observed,"New York Community Hospital of Brooklyn, Inc",0
5,Infections Observed,Coney Island Hospital,2
5,Infections Observed,Kings County Hospital Center,8
5,Infections Observed,SUNY Downstate Medical Center at LICH,9
5,Infections Observed,Lutheran Medical Center,8
5,Infections Observed,Maimonides Medical Center,17
5,Infections Observed,New York Methodist Hospital,17
5,Infections Observed,Interfaith Medical Center,2
5,Infections Observed,Kingsbrook Jewish Medical Center,1
5,Infections Observed,Wyckoff Heights Medical Center,7
5,Infections Observed,University Hospital of Brooklyn,3
5,Infections Observed,Mount Sinai Beth Israel Brooklyn,4
5,Infections Observed,New York-Presbyterian/Lower Manhattan Hospital,7
5,Infections Observed,Bellevue Hospital Center,7
5,Infections Observed,Mount Sinai Beth Israel,25
5,Infections Observed,Harlem Hospital Center,5
5,Infections Observed,NYU Hospital for Joint Diseases,11
5,Infections Observed,Hospital for Special Surgery,16
5,Infections Observed,Lenox Hill Hospital,26
5,Infections Observed,Memorial Hospital for Cancer and Allied Diseases,54
5,Infections Observed,Metropolitan Hospital Center,4
5,Infections Observed,Mount Sinai Hospital,62
5,Infections Observed,New York Presbyterian Hospital - New York Weill Cornell Center,35
5,Infections Observed,NYU Hospitals Center,23
5,Infections Observed,New York Presbyterian Hospital - Columbia Presbyterian Center,36
5,Infections Observed,Mount Sinai Roosevelt,14
5,Infections Observed,Mount Sinai St. Luke's,9
5,Infections Observed,Elmhurst Hospital Center,6
5,Infections Observed,Flushing Hospital Medical Center,9
5,Infections Observed,Jamaica Hospital Medical Center,6
5,Infections Observed,Long Island Jewish Medical Center,32
5,Infections Observed,Queens Hospital Center,4
5,Infections Observed,St Johns Episcopal Hospital So Shore,3
5,Infections Observed,New York Hospital Medical Center of Queens,33
5,Infections Observed,Forest Hills Hospital,4
5,Infections Observed,Mount Sinai Hospital - Mount Sinai Hospital of Queens,7
5,Infections Observed,Woodhull Medical & Mental Health Center,8
5,Infections Observed,Richmond University Medical Center,1
5,Infections Observed,Staten Island University Hosp-North,18
5,Infections Observed,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,25
5,Infections Observed,Millard Fillmore Suburban Hospital,32
5,Infections Observed,New York Presbyterian Hospital - Allen Hospital,2
6,Infections Observed,Albany Medical Center Hospital,53
6,Infections Observed,Albany Memorial Hospital,1
6,Infections Observed,St Peters Hospital,65
6,Infections Observed,Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp,0
6,Infections Observed,Our Lady of Lourdes Memorial Hospital Inc,13
6,Infections Observed,United Health Services Hospitals Inc. - Wilson Medical Center,17
6,Infections Observed,Olean General Hospital,9
6,Infections Observed,Auburn Community Hospital,2
6,Infections Observed,Brooks Memorial Hospital,0
6,Infections Observed,Woman's Christian Association,5
6,Infections Observed,TLC Health Network Lake Shore Hospital,0
6,Infections Observed,Arnot Ogden Medical Center,15
6,Infections Observed,St Josephs Hospital,1
6,Infections Observed,Chenango Memorial Hospital Inc,1
6,Infections Observed,Champlain Valley Physicians Hospital Medical Center,11
6,Infections Observed,Columbia Memorial Hospital,5
6,Infections Observed,Cortland Regional Medical Center Inc,0
6,Infections Observed,Mid-Hudson Valley Division of Westchester Medical Center,6
6,Infections Observed,Vassar Brothers Medical Center,5
6,Infections Observed,Northern Dutchess Hospital,4
6,Infections Observed,Buffalo General Medical Center,43
6,Infections Observed,Women And Children's Hospital Of Buffalo,5
6,Infections Observed,Erie County Medical Center,7
6,Infections Observed,Mercy Hospital,26
6,Infections Observed,Roswell Park Cancer Institute,15
6,Infections Observed,Sisters of Charity Hospital,9
6,Infections Observed,University Hospital,30
6,Infections Observed,Kenmore Mercy Hospital,17
6,Infections Observed,Bertrand Chaffee Hospital,
6,Infections Observed,Sisters of Charity Hospital - St Joseph Campus,8
6,Infections Observed,Adirondack Medical Center-Saranac Lake Site,9
6,Infections Observed,Alice Hyde Medical Center,1
6,Infections Observed,Nathan Littauer Hospital,2
6,Infections Observed,United Memorial Medical Center North Street Campus,7
6,Infections Observed,Samaritan Medical Center,6
6,Infections Observed,Carthage Area Hospital Inc,
6,Infections Observed,Lewis County General Hospital,2
6,Infections Observed,Nicholas H Noyes Memorial Hospital,1
6,Infections Observed,Oneida Healthcare,2
6,Infections Observed,Community Memorial Hospital Inc,0
6,Infections Observed,Highland Hospital,27
6,Infections Observed,Rochester General Hospital,50
6,Infections Observed,Strong Memorial Hospital,37
6,Infections Observed,The Unity Hospital of Rochester,18
6,Infections Observed,St. Mary's Healthcare,3
6,Infections Observed,Glen Cove Hospital,3
6,Infections Observed,Winthrop-University Hospital,15
6,Infections Observed,Mercy Medical Center,7
6,Infections Observed,Franklin Hospital,0
6,Infections Observed,South Nassau Communities Hospital,13
6,Infections Observed,Nassau University Medical Center,2
6,Infections Observed,North Shore University Hospital,45
6,Infections Observed,Syosset Hospital,0
6,Infections Observed,St. Joseph Hospital,4
6,Infections Observed,Plainview Hospital,7
6,Infections Observed,St Francis Hospital,26
6,Infections Observed,Eastern Niagara Hospital - Lockport Division,5
6,Infections Observed,Niagara Falls Memorial Medical Center,9
6,Infections Observed,Degraff Memorial Hospital,2
6,Infections Observed,Mount St Marys Hospital and Health Center,13
6,Infections Observed,Eastern Niagara Hospital - Newfane Division,
6,Infections Observed,"Rome Memorial Hospital, Inc",1
6,Infections Observed,St Elizabeth Medical Center,13
6,Infections Observed,Faxton-St Lukes Healthcare St Lukes Division,9
6,Infections Observed,UPSTATE University Hospital at Community General,5
6,Infections Observed,St Josephs Hospital Health Center,48
6,Infections Observed,University Hospital SUNY Health Science Center,9
6,Infections Observed,Crouse Hospital,35
6,Infections Observed,Geneva General Hospital,7
6,Infections Observed,Clifton Springs Hospital and Clinic,2
6,Infections Observed,F F Thompson Hospital,5
6,Infections Observed,St Luke's Cornwall Hospital/Newburgh,6
6,Infections Observed,Orange Regional Medical Center,8
6,Infections Observed,St Anthony Community Hospital,2
6,Infections Observed,Bon Secours Community Hospital,3
6,Infections Observed,Medina Memorial Hospital,0
6,Infections Observed,Oswego Hospital,1
6,Infections Observed,Aurelia Osborn Fox Memorial Hospital,0
6,Infections Observed,Mary Imogene Bassett Hospital,7
6,Infections Observed,Putnam Hospital Center,7
6,Infections Observed,St. Mary's Hospital,2
6,Infections Observed,Samaritan Hospital,8
6,Infections Observed,Nyack Hospital,8
6,Infections Observed,Good Samaritan Hospital of Suffern,5
6,Infections Observed,Claxton-Hepburn Medical Center,1
6,Infections Observed,Massena Memorial Hospital,4
6,Infections Observed,Canton-Potsdam Hospital,3
6,Infections Observed,Saratoga Hospital,5
6,Infections Observed,Ellis Hospital,14
6,Infections Observed,Corning Hospital,2
6,Infections Observed,St James Mercy Hospital,1
6,Infections Observed,Ira Davenport Memorial Hospital Inc,
6,Infections Observed,Brookhaven Memorial Hospital Medical Center Inc,10
6,Infections Observed,Southampton Hospital,3
6,Infections Observed,Eastern Long Island Hospital,0
6,Infections Observed,John T Mather Memorial Hospital of Port Jefferson New York Inc,10
6,Infections Observed,St Charles Hospital,4
6,Infections Observed,Huntington Hospital,14
6,Infections Observed,Southside Hospital,21
6,Infections Observed,Good Samaritan Hospital Medical Center,24
6,Infections Observed,Peconic Bay Medical Center,1
6,Infections Observed,St Catherine of Siena Hospital,7
6,Infections Observed,Catskill Regional Medical Center,1
6,Infections Observed,Cayuga Medical Center at Ithaca,5
6,Infections Observed,HealthAlliance Hospital Mary's Avenue Campus,0
6,Infections Observed,HealthAlliance Hospital Broadway Campus,1
6,Infections Observed,Glens Falls Hospital,6
6,Infections Observed,Newark-Wayne Community Hospital,7
6,Infections Observed,Hudson Valley Hospital Center,2
6,Infections Observed,White Plains Hospital Center,8
6,Infections Observed,Montefiore Mount Vernon Hospital,1
6,Infections Observed,Montefiore New Rochelle Hospital,6
6,Infections Observed,SJRH - St Johns Division,8
6,Infections Observed,St Joseph's Medical Center,0
6,Infections Observed,Northern Westchester Hospital,15
6,Infections Observed,Lawrence Hospital Center,10
6,Infections Observed,Phelps Memorial Hospital Assn,5
6,Infections Observed,Westchester Medical Center,28
6,Infections Observed,Wyoming County Community Hospital,2
6,Infections Observed,Jacobi Medical Center,9
6,Infections Observed,Montefiore Medical Center-Wakefield Hospital,4
6,Infections Observed,Montefiore Medical Center - Henry & Lucy Moses Div,17
6,Infections Observed,Lincoln Medical & Mental Health Center,10
6,Infections Observed,SBH Health System,5
6,Infections Observed,Bronx-Lebanon Hospital Center - Concourse Division,6
6,Infections Observed,North Central Bronx Hospital,1
6,Infections Observed,Brookdale Hospital Medical Center,3
6,Infections Observed,Brooklyn Hospital Center - Downtown Campus,9
6,Infections Observed,"New York Community Hospital of Brooklyn, Inc",3
6,Infections Observed,Coney Island Hospital,1
6,Infections Observed,Kings County Hospital Center,7
6,Infections Observed,SUNY Downstate Medical Center at LICH,2
6,Infections Observed,Lutheran Medical Center,8
6,Infections Observed,Maimonides Medical Center,39
6,Infections Observed,New York Methodist Hospital,19
6,Infections Observed,Interfaith Medical Center,0
6,Infections Observed,Kingsbrook Jewish Medical Center,5
6,Infections Observed,Wyckoff Heights Medical Center,19
6,Infections Observed,University Hospital of Brooklyn,3
6,Infections Observed,Mount Sinai Beth Israel Brooklyn,7
6,Infections Observed,New York-Presbyterian/Lower Manhattan Hospital,9
6,Infections Observed,Bellevue Hospital Center,14
6,Infections Observed,Mount Sinai Beth Israel,23
6,Infections Observed,Harlem Hospital Center,3
6,Infections Observed,NYU Hospital for Joint Diseases,10
6,Infections Observed,Hospital for Special Surgery,14
6,Infections Observed,Lenox Hill Hospital,28
6,Infections Observed,Memorial Hospital for Cancer and Allied Diseases,81
6,Infections Observed,Metropolitan Hospital Center,7
6,Infections Observed,Mount Sinai Hospital,128
6,Infections Observed,New York Presbyterian Hospital - New York Weill Cornell Center,55
6,Infections Observed,NYU Hospitals Center,45
6,Infections Observed,New York Presbyterian Hospital - Columbia Presbyterian Center,38
6,Infections Observed,Mount Sinai Roosevelt,11
6,Infections Observed,Mount Sinai St. Luke's,9
6,Infections Observed,Elmhurst Hospital Center,9
6,Infections Observed,Flushing Hospital Medical Center,13
6,Infections Observed,Jamaica Hospital Medical Center,8
6,Infections Observed,Long Island Jewish Medical Center,26
6,Infections Observed,Queens Hospital Center,4
6,Infections Observed,St Johns Episcopal Hospital So Shore,8
6,Infections Observed,New York Hospital Medical Center of Queens,34
6,Infections Observed,Forest Hills Hospital,10
6,Infections Observed,Mount Sinai Hospital - Mount Sinai Hospital of Queens,3
6,Infections Observed,Woodhull Medical & Mental Health Center,8
6,Infections Observed,Richmond University Medical Center,6
6,Infections Observed,Staten Island University Hosp-North,26
6,Infections Observed,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,25
6,Infections Observed,Millard Fillmore Suburban Hospital,19
6,Infections Observed,New York Presbyterian Hospital - Allen Hospital,2
1,Infections Predicted,Albany Medical Center Hospital,30.04
1,Infections Predicted,Albany Memorial Hospital,4.71
1,Infections Predicted,St Peters Hospital,40.12
1,Infections Predicted,Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp,0.87
1,Infections Predicted,Our Lady of Lourdes Memorial Hospital Inc,8.61
1,Infections Predicted,United Health Services Hospitals Inc. - Wilson Medical Center,15.72
1,Infections Predicted,Olean General Hospital,4.48
1,Infections Predicted,Auburn Community Hospital,2.78
1,Infections Predicted,Brooks Memorial Hospital,1.47
1,Infections Predicted,Woman's Christian Association,4.54
1,Infections Predicted,TLC Health Network Lake Shore Hospital,1.16
1,Infections Predicted,Arnot Ogden Medical Center,10.51
1,Infections Predicted,St Josephs Hospital,1.53
1,Infections Predicted,Chenango Memorial Hospital Inc,1.23
1,Infections Predicted,Champlain Valley Physicians Hospital Medical Center,10.31
1,Infections Predicted,Columbia Memorial Hospital,3.44
1,Infections Predicted,Cortland Regional Medical Center Inc,1.29
1,Infections Predicted,Mid-Hudson Valley Division of Westchester Medical Center,4.43
1,Infections Predicted,Vassar Brothers Medical Center,18.41
1,Infections Predicted,Northern Dutchess Hospital,3.01
1,Infections Predicted,Buffalo General Medical Center,27.03
1,Infections Predicted,Women And Children's Hospital Of Buffalo,1.69
1,Infections Predicted,Erie County Medical Center,9.2
1,Infections Predicted,Mercy Hospital,20.79
1,Infections Predicted,Millard Fillmore Hospital,10.81
1,Infections Predicted,Roswell Park Cancer Institute,5.45
1,Infections Predicted,Sisters of Charity Hospital,5.89
1,Infections Predicted,University Hospital,20.42
1,Infections Predicted,Kenmore Mercy Hospital,8.23
1,Infections Predicted,Bertrand Chaffee Hospital,
1,Infections Predicted,Sisters of Charity Hospital - St Joseph Campus,4.97
1,Infections Predicted,Adirondack Medical Center-Saranac Lake Site,1.68
1,Infections Predicted,Alice Hyde Medical Center,1.75
1,Infections Predicted,Nathan Littauer Hospital,1.95
1,Infections Predicted,United Memorial Medical Center North Street Campus,2.47
1,Infections Predicted,Samaritan Medical Center,4.19
1,Infections Predicted,Carthage Area Hospital Inc,
1,Infections Predicted,Lewis County General Hospital,1.2
1,Infections Predicted,Nicholas H Noyes Memorial Hospital,2.82
1,Infections Predicted,Oneida Healthcare,3.36
1,Infections Predicted,Community Memorial Hospital Inc,2.33
1,Infections Predicted,Highland Hospital,15.9
1,Infections Predicted,Rochester General Hospital,34.4
1,Infections Predicted,Strong Memorial Hospital,26.92
1,Infections Predicted,Lakeside Memorial Hospital,1.1
1,Infections Predicted,The Unity Hospital of Rochester,12.21
1,Infections Predicted,St. Mary's Healthcare,3.07
1,Infections Predicted,Glen Cove Hospital,6.52
